filename,emotion,label
Angry00001.png,Angry,0
Angry00002.png,Angry,0
Angry00003.png,Angry,0
Angry00004.png,Angry,0
Angry00005.png,Angry,0
Angry00006.png,Angry,0
Angry00007.png,Angry,0
Angry00008.png,Angry,0
Angry00009.png,Angry,0
Angry00010.png,Angry,0
Angry00011.png,Angry,0
Angry00012.png,Angry,0
Angry00013.png,Angry,0
Angry00014.png,Angry,0
Angry00015.png,Angry,0
Angry00016.png,Angry,0
Angry00017.png,Angry,0
Angry00018.png,Angry,0
Angry00019.png,Angry,0
Angry00020.png,Angry,0
Angry00021.png,Angry,0
Angry00022.png,Angry,0
Angry00023.png,Angry,0
Angry00024.png,Angry,0
Angry00025.png,Angry,0
Angry00026.png,Angry,0
Angry00027.png,Angry,0
Angry00028.png,Angry,0
Angry00029.png,Angry,0
Angry00030.png,Angry,0
Angry00031.png,Angry,0
Angry00032.png,Angry,0
Angry00033.png,Angry,0
Angry00034.png,Angry,0
Angry00035.png,Angry,0
Angry00036.png,Angry,0
Angry00037.png,Angry,0
Angry00038.png,Angry,0
Angry00039.png,Angry,0
Angry00040.png,Angry,0
Angry00041.png,Angry,0
Angry00042.png,Angry,0
Angry00043.png,Angry,0
Angry00044.png,Angry,0
Angry00045.png,Angry,0
Angry00046.png,Angry,0
Angry00047.png,Angry,0
Angry00048.png,Angry,0
Angry00049.png,Angry,0
Angry00050.png,Angry,0
Angry00051.png,Angry,0
Angry00052.png,Angry,0
Angry00053.png,Angry,0
Angry00054.png,Angry,0
Angry00055.png,Angry,0
Angry00056.png,Angry,0
Angry00057.png,Angry,0
Angry00058.png,Angry,0
Angry00059.png,Angry,0
Angry00060.png,Angry,0
Angry00061.png,Angry,0
Angry00062.png,Angry,0
Angry00063.png,Angry,0
Angry00064.png,Angry,0
Angry00065.png,Angry,0
Angry00066.png,Angry,0
Angry00067.png,Angry,0
Angry00068.png,Angry,0
Angry00069.png,Angry,0
Angry00070.png,Angry,0
Angry00071.png,Angry,0
Angry00072.png,Angry,0
Angry00073.png,Angry,0
Angry00074.png,Angry,0
Angry00075.png,Angry,0
Angry00076.png,Angry,0
Angry00077.png,Angry,0
Angry00078.png,Angry,0
Angry00079.png,Angry,0
Angry00080.png,Angry,0
Angry00081.png,Angry,0
Angry00082.png,Angry,0
Angry00083.png,Angry,0
Angry00084.png,Angry,0
Angry00085.png,Angry,0
Angry00086.png,Angry,0
Angry00087.png,Angry,0
Angry00088.png,Angry,0
Angry00089.png,Angry,0
Angry00090.png,Angry,0
Angry00091.png,Angry,0
Angry00092.png,Angry,0
Angry00093.png,Angry,0
Angry00094.png,Angry,0
Angry00095.png,Angry,0
Angry00096.png,Angry,0
Angry00097.png,Angry,0
Angry00098.png,Angry,0
Angry00099.png,Angry,0
Angry00100.png,Angry,0
Angry00101.png,Angry,0
Angry00102.png,Angry,0
Angry00103.png,Angry,0
Angry00104.png,Angry,0
Angry00105.png,Angry,0
Angry00106.png,Angry,0
Angry00107.png,Angry,0
Angry00108.png,Angry,0
Angry00109.png,Angry,0
Angry00110.png,Angry,0
Angry00111.png,Angry,0
Angry00112.png,Angry,0
Angry00113.png,Angry,0
Angry00114.png,Angry,0
Angry00115.png,Angry,0
Angry00116.png,Angry,0
Angry00117.png,Angry,0
Angry00118.png,Angry,0
Angry00119.png,Angry,0
Angry00120.png,Angry,0
Angry00121.png,Angry,0
Angry00122.png,Angry,0
Angry00123.png,Angry,0
Angry00124.png,Angry,0
Angry00125.png,Angry,0
Angry00126.png,Angry,0
Angry00127.png,Angry,0
Angry00128.png,Angry,0
Angry00129.png,Angry,0
Angry00130.png,Angry,0
Angry00131.png,Angry,0
Angry00132.png,Angry,0
Angry00133.png,Angry,0
Angry00134.png,Angry,0
Angry00135.png,Angry,0
Angry00136.png,Angry,0
Angry00137.png,Angry,0
Angry00138.png,Angry,0
Angry00139.png,Angry,0
Angry00140.png,Angry,0
Angry00141.png,Angry,0
Angry00142.png,Angry,0
Angry00143.png,Angry,0
Angry00144.png,Angry,0
Angry00145.png,Angry,0
Angry00146.png,Angry,0
Angry00147.png,Angry,0
Angry00148.png,Angry,0
Angry00149.png,Angry,0
Angry00150.png,Angry,0
Angry00151.png,Angry,0
Angry00152.png,Angry,0
Angry00153.png,Angry,0
Angry00154.png,Angry,0
Angry00155.png,Angry,0
Angry00156.png,Angry,0
Angry00157.png,Angry,0
Angry00158.png,Angry,0
Angry00159.png,Angry,0
Angry00160.png,Angry,0
Angry00161.png,Angry,0
Angry00162.png,Angry,0
Angry00163.png,Angry,0
Angry00164.png,Angry,0
Angry00165.png,Angry,0
Angry00166.png,Angry,0
Angry00167.png,Angry,0
Angry00168.png,Angry,0
Angry00169.png,Angry,0
Angry00170.png,Angry,0
Angry00171.png,Angry,0
Angry00172.png,Angry,0
Angry00173.png,Angry,0
Angry00174.png,Angry,0
Angry00175.png,Angry,0
Angry00176.png,Angry,0
Angry00177.png,Angry,0
Angry00178.png,Angry,0
Angry00179.png,Angry,0
Angry00180.png,Angry,0
Angry00181.png,Angry,0
Angry00182.png,Angry,0
Angry00183.png,Angry,0
Angry00184.png,Angry,0
Angry00185.png,Angry,0
Angry00186.png,Angry,0
Angry00187.png,Angry,0
Angry00188.png,Angry,0
Angry00189.png,Angry,0
Angry00190.png,Angry,0
Angry00191.png,Angry,0
Angry00192.png,Angry,0
Angry00193.png,Angry,0
Angry00194.png,Angry,0
Angry00195.png,Angry,0
Angry00196.png,Angry,0
Angry00197.png,Angry,0
Angry00198.png,Angry,0
Angry00199.png,Angry,0
Angry00200.png,Angry,0
Angry00201.png,Angry,0
Angry00202.png,Angry,0
Angry00203.png,Angry,0
Angry00204.png,Angry,0
Angry00205.png,Angry,0
Angry00206.png,Angry,0
Angry00207.png,Angry,0
Angry00208.png,Angry,0
Angry00209.png,Angry,0
Angry00210.png,Angry,0
Angry00211.png,Angry,0
Angry00212.png,Angry,0
Angry00213.png,Angry,0
Angry00214.png,Angry,0
Angry00215.png,Angry,0
Angry00216.png,Angry,0
Angry00217.png,Angry,0
Angry00218.png,Angry,0
Angry00219.png,Angry,0
Angry00220.png,Angry,0
Angry00221.png,Angry,0
Angry00222.png,Angry,0
Angry00223.png,Angry,0
Angry00224.png,Angry,0
Angry00225.png,Angry,0
Angry00226.png,Angry,0
Angry00227.png,Angry,0
Angry00228.png,Angry,0
Angry00229.png,Angry,0
Angry00230.png,Angry,0
Angry00231.png,Angry,0
Angry00232.png,Angry,0
Angry00233.png,Angry,0
Angry00234.png,Angry,0
Angry00235.png,Angry,0
Angry00236.png,Angry,0
Angry00237.png,Angry,0
Angry00238.png,Angry,0
Angry00239.png,Angry,0
Angry00240.png,Angry,0
Angry00241.png,Angry,0
Angry00242.png,Angry,0
Angry00243.png,Angry,0
Angry00244.png,Angry,0
Angry00245.png,Angry,0
Angry00246.png,Angry,0
Angry00247.png,Angry,0
Angry00248.png,Angry,0
Angry00249.png,Angry,0
Angry00250.png,Angry,0
Angry00251.png,Angry,0
Angry00252.png,Angry,0
Angry00253.png,Angry,0
Angry00254.png,Angry,0
Angry00255.png,Angry,0
Angry00256.png,Angry,0
Angry00257.png,Angry,0
Angry00258.png,Angry,0
Angry00259.png,Angry,0
Angry00260.png,Angry,0
Angry00261.png,Angry,0
Angry00262.png,Angry,0
Angry00263.png,Angry,0
Angry00264.png,Angry,0
Angry00265.png,Angry,0
Angry00266.png,Angry,0
Angry00267.png,Angry,0
Angry00268.png,Angry,0
Angry00269.png,Angry,0
Angry00270.png,Angry,0
Angry00271.png,Angry,0
Angry00272.png,Angry,0
Angry00273.png,Angry,0
Angry00274.png,Angry,0
Angry00275.png,Angry,0
Angry00276.png,Angry,0
Angry00277.png,Angry,0
Angry00278.png,Angry,0
Angry00279.png,Angry,0
Angry00280.png,Angry,0
Angry00281.png,Angry,0
Angry00282.png,Angry,0
Angry00283.png,Angry,0
Angry00284.png,Angry,0
Angry00285.png,Angry,0
Angry00286.png,Angry,0
Angry00287.png,Angry,0
Angry00288.png,Angry,0
Angry00289.png,Angry,0
Angry00290.png,Angry,0
Angry00291.png,Angry,0
Angry00292.png,Angry,0
Angry00293.png,Angry,0
Angry00294.png,Angry,0
Angry00295.png,Angry,0
Angry00296.png,Angry,0
Angry00297.png,Angry,0
Angry00298.png,Angry,0
Angry00299.png,Angry,0
Angry00300.png,Angry,0
Angry00301.png,Angry,0
Angry00302.png,Angry,0
Angry00303.png,Angry,0
Angry00304.png,Angry,0
Angry00305.png,Angry,0
Angry00306.png,Angry,0
Angry00307.png,Angry,0
Angry00308.png,Angry,0
Angry00309.png,Angry,0
Angry00310.png,Angry,0
Angry00311.png,Angry,0
Angry00312.png,Angry,0
Angry00313.png,Angry,0
Angry00314.png,Angry,0
Angry00315.png,Angry,0
Angry00316.png,Angry,0
Angry00317.png,Angry,0
Angry00318.png,Angry,0
Angry00319.png,Angry,0
Angry00320.png,Angry,0
Angry00321.png,Angry,0
Angry00322.png,Angry,0
Angry00323.png,Angry,0
Angry00324.png,Angry,0
Angry00325.png,Angry,0
Angry00326.png,Angry,0
Angry00327.png,Angry,0
Angry00328.png,Angry,0
Angry00329.png,Angry,0
Angry00330.png,Angry,0
Angry00331.png,Angry,0
Angry00332.png,Angry,0
Angry00333.png,Angry,0
Angry00334.png,Angry,0
Angry00335.png,Angry,0
Angry00336.png,Angry,0
Angry00337.png,Angry,0
Angry00338.png,Angry,0
Angry00339.png,Angry,0
Angry00340.png,Angry,0
Angry00341.png,Angry,0
Angry00342.png,Angry,0
Angry00343.png,Angry,0
Angry00344.png,Angry,0
Angry00345.png,Angry,0
Angry00346.png,Angry,0
Angry00347.png,Angry,0
Angry00348.png,Angry,0
Angry00349.png,Angry,0
